Sex,SocioEconomicStatus,ParentalEncouragement,IntelligenceQuotient,CollegePlans
female,upper_middle,low,lower_middle,no
female,upper_middle,low,lower_middle,no
female,upper_middle,low,lower_middle,no
female,upper_middle,low,lower_middle,no
female,upper_middle,low,lower_middle,no
female,upper_middle,low,lower_middle,no
female,upper_middle,low,lower_middle,no
female,upper_middle,low,lower_middle,no
female,upper_middle,low,lower_middle,no
female,upper_middle,low,lower_middle,no
female,upper_middle,low,lower_middle,no
female,upper_middle,low,lower_middle,no
female,upper_middle,low,lower_middle,no
female,upper_middle,low,lower_middle,no
female,upper_middle,low,lower_middle,no
female,upper_middle,low,lower_middle,no
female,upper_middle,low,lower_middle,no
female,upper_middle,low,lower_middle,no
female,upper_middle,low,lower_middle,no
female,upper_middle,low,lower_middle,no
female,upper_middle,low,lower_middle,no
female,upper_middle,low,lower_middle,no
female,upper_middle,low,lower_middle,no
female,upper_middle,low,lower_middle,no
female,upper_middle,low,lower_middle,no
female,upper_middle,low,lower_middle,no
female,upper_middle,low,lower_middle,no
female,upper_middle,low,lower_middle,no
female,upper_middle,low,lower_middle,no
female,upper_middle,low,lower_middle,no
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,yes
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,high,lower_middle,no
female,upper_middle,low,upper_middle,yes
female,upper_middle,low,upper_middle,yes
female,upper_middle,low,upper_middle,yes
female,upper_middle,low,upper_middle,yes
female,upper_middle,low,upper_middle,yes
female,upper_middle,low,upper_middle,yes
female,upper_middle,low,upper_middle,yes
female,upper_middle,low,upper_middle,yes
female,upper_middle,low,upper_middle,yes
female,upper_middle,low,upper_middle,yes
female,upper_middle,low,upper_middle,yes
female,upper_middle,low,upper_middle,yes
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,low,upper_middle,no
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,yes
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,high,upper_middle,no
female,upper_middle,low,high,yes
female,upper_middle,low,high,yes
female,upper_middle,low,high,yes
female,upper_middle,low,high,yes
female,upper_middle,low,high,yes
female,upper_middle,low,high,yes
female,upper_middle,low,high,yes
female,upper_middle,low,high,yes
female,upper_middle,low,high,yes
female,upper_middle,low,high,yes
female,upper_middle,low,high,yes
female,upper_middle,low,high,yes
female,upper_middle,low,high,yes
female,upper_middle,low,high,yes
female,upper_middle,low,high,yes
female,upper_middle,low,high,yes
female,upper_middle,low,high,yes
female,upper_middle,low,high,yes
female,upper_middle,low,high,yes
female,upper_middle,low,high,yes
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,low,high,no
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
female,upper_middle,high,high,yes
